gene_id,pfam_accessions
gene-CenB1A,PF00023.37;PF00169.36;PF01412.24;PF12796.14;PF13606.13;PF13637.13;PF13857.13;PF16746.11
gene-CenG1A,PF00071.29;PF01412.24
gene-Cep135,PF08614.17;PF24161.2
gene-Cep164,PF00397.33
gene-Cep89,PF28159.1
gene-Cep97,PF12799.14;PF13855.13;PF14580.13
gene-ChLD3,PF00057.24;PF01607.30
gene-ChT,PF00474.24
gene-Chbp,PF00061.30;PF03973.20;PF07137.18;PF08212.19
gene-Chc,PF00637.27;PF01394.27;PF09268.17;PF13838.13;PF23953.2
gene-Chchd2,PF06747.19
gene-Chd1,PF00176.30;PF00271.38;PF00385.31;PF04851.22;PF11496.15;PF13907.12;PF18375.8;PF23588.3
gene-Chd64,PF00307.37;PF00402.24
gene-Chi,PF01803.22;PF17916.7
gene-ChiR1,PF00704.35;PF01607.30
gene-Chk2,PF00069.32;PF00498.32;PF07714.24;PF14531.13
gene-Chmp1,PF03357.27
gene-Chpf,PF05679.23
gene-Chrac-14,PF00125.31;PF00808.30
gene-Chrac-16,PF00808.30
gene-Chro,PF00385.31
gene-Chsy,PF01762.28;PF02434.23;PF02709.21;PF05679.23;PF10111.15
gene-Cht11,PF00704.35
gene-Cht2,PF00704.35
gene-Cht5,PF00704.35;PF01607.30
gene-Cht6,PF00704.35;PF01607.30
gene-Cht7,PF00704.35;PF01607.30
gene-Ciao1,PF00400.39;PF04762.19;PF08662.18;PF12894.14;PF20426.5;PF21720.4;PF23342.2;PF23381.2;PF23383.2;PF23389.2;PF23393.3;PF23409.2;PF23411.2;PF23414.2;PF23419.3;PF23609.2;PF23775.2;PF23869.2;PF24105.2;PF24782.3;PF24796.2;PF24797.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25178.1;PF25391.2;PF25460.2
gene-Cip4,PF00018.35;PF00611.29;PF25610.2
gene-Cirl,PF00002.30;PF01825.28;PF02140.24;PF16489.12
gene-Cisd2,PF09360.16;PF10660.15
gene-Cjhbp,PF00903.32;PF21207.4;PF21701.5
gene-CkIIalpha,PF00069.32;PF01636.30;PF07714.24
gene-Cka,PF00400.39;PF08232.18;PF11715.17;PF12894.14;PF23381.2;PF23383.2;PF23393.3;PF23409.2;PF23414.2;PF23775.2;PF23869.2;PF24017.3;PF24105.2;PF24780.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25178.1;PF25391.2
gene-Cks30A,PF01111.25
gene-ClC-a,PF00571.34;PF00654.26
gene-ClC-b,PF00571.34;PF00654.26
gene-ClC-c,PF00571.34;PF00654.26
gene-Clbn,PF03184.26;PF05225.23;PF05833.17
gene-Clc,PF01086.23
gene-Clic,PF22441.3
gene-Clk,PF00010.32;PF00989.32;PF08447.19;PF14598.13
gene-Cln7,PF07690.22
gene-Clp,PF00098.29;PF00642.31;PF14608.13;PF16131.12;PF18345.8
gene-ClpP,PF00574.29
gene-ClpX,PF00004.36;PF07724.21;PF07728.21;PF10431.16;PF26040.1
gene-Cluap1,PF10234.15
gene-Cmc1,PF08583.16
gene-Cmtr1,PF01585.29;PF01728.26;PF12656.13
gene-Cna,PF00149.34
gene-Cndp2,PF01546.34;PF07687.20
gene-Cnep1r2,PF09771.15
gene-CngB,PF00027.36;PF00520.38
gene-Cngl,PF00027.36;PF00520.38;PF07885.23
gene-Cnot4,PF14570.13
gene-Cnx99A,PF00262.26
gene-CoRest,PF00249.38;PF01448.30;PF15963.12;PF20878.3
gene-Coa7,PF08238.19
gene-Coa8,PF10231.15
gene-Coc,PF00089.33;PF13365.13
gene-Cog1,PF08700.18
gene-Cog2,PF06148.18;PF12022.15
gene-Cog3,PF04136.22;PF20671.4
gene-Cog4,PF08318.19;PF20662.4;PF20663.4
gene-Cog6,PF06419.18;PF20653.4
gene-Cog7,PF10191.16
gene-Cog8,PF04124.19
gene-Col4a1,PF01391.24;PF01413.26
gene-Con,PF12799.14;PF13306.13;PF13855.13;PF14580.13
gene-Cont,PF00041.28;PF00047.32;PF07679.23;PF07686.24;PF08205.19;PF13895.13;PF13927.13;PF16656.12;PF22971.3;PF23376.2;PF25059.2
gene-Copg1,PF01602.27;PF08752.17;PF12717.14;PF13646.13;PF16381.11
gene-Coprox,PF01218.24
gene-Coq2,PF01040.24
gene-Coq4,PF05019.19
gene-Coq5,PF01209.25;PF08241.19;PF08242.19;PF13649.13;PF13847.13
gene-Coq6,PF01494.26;PF04820.21
gene-Coq7,PF03232.20
gene-Coq8,PF03109.23
gene-Coq9,PF08568.17
gene-Corin,PF00057.24;PF00089.33;PF01392.29;PF13365.13
gene-Cortactin,PF00018.35;PF02218.21;PF07653.24;PF14604.13
gene-Cow,PF00086.24;PF07648.21;PF10591.16
gene-Cox10,PF01040.24
gene-Cox11,PF04442.20
gene-Cp110,PF16025.11
gene-Cp190,PF00651.38
gene-Cpes,PF01066.27
gene-Cph,PF00096.33;PF13465.13;PF13894.13;PF13909.13;PF23611.2;PF25491.1
gene-Cpr,PF00175.27;PF00258.31;PF00667.27
gene-Cpr100A,PF00379.30
gene-Cpr50Cb,PF00379.30
gene-Cpr64Ac,PF00379.30
gene-Cpr66D,PF00379.30
gene-Cpr67B,PF00379.30
gene-Cpr73D,PF00379.30
gene-Cpsf5,PF13869.13
gene-Cpsf6,PF25524.2
gene-Cpsf73,PF00753.34;PF07521.18;PF10996.15;PF11718.14;PF16661.12;PF23023.2
gene-Crag,PF02141.27;PF03455.25;PF03456.26;PF10240.16
gene-CrebA,PF00170.27;PF07716.21
gene-CrebB,PF00170.27;PF02173.23;PF07716.21
gene-Crk,PF00017.31;PF00018.35;PF07653.24;PF14604.13
gene-Crt,PF00262.26
gene-Crz,PF17308.8
gene-Cse1,PF03378.22;PF03810.26;PF08506.17
gene-Csk,PF00017.31;PF00069.32;PF07714.24
gene-Csl4,PF10447.16;PF14382.13
gene-Csp,PF00226.37
gene-CstF50,PF00400.39;PF08662.18;PF12894.14;PF16529.12;PF16699.11;PF20426.5;PF23098.2;PF23381.2;PF23393.3;PF23409.2;PF23410.5;PF23414.2;PF23419.3;PF23609.2;PF23761.2;PF23775.2;PF23798.2;PF23869.2;PF24105.2;PF24780.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2;PF25460.2
gene-CstF64,PF00076.29;PF14304.12;PF14327.12
gene-CtBP,PF00389.37;PF02826.26
gene-Ctf4,PF00400.39;PF11715.17;PF12341.15;PF12894.14;PF20946.3;PF23381.2;PF23414.2;PF24105.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2
gene-Ctl1,PF04515.19
gene-Ctl2,PF04515.19
gene-Ctns,PF04193.20
gene-Ctps,PF00117.35;PF06418.21
gene-Ctr9,PF00515.35;PF04733.21;PF07719.24;PF12895.14;PF13174.13;PF13176.13;PF13181.13;PF13371.13;PF13374.13;PF13414.13;PF13424.13;PF13428.13;PF13431.13;PF13432.13;PF14559.13;PF21033.5;PF23914.2;PF24575.2;PF25064.2;PF25068.3
gene-CtsB,PF00112.30;PF08127.19
gene-Ctu1,PF01171.27;PF16503.11
gene-Ctu2,PF10288.15
gene-Cul1,PF00888.30;PF10557.16;PF26557.1
gene-Cul2,PF00888.30;PF10557.16;PF26557.1
gene-Cul3,PF00888.30;PF10557.16;PF26557.1
gene-Cul4,PF00888.30;PF10557.16;PF26557.1
gene-Cul5,PF00888.30;PF10557.16;PF26557.1
gene-Cwc25,PF10197.15;PF12542.14
gene-CycB,PF00134.29;PF02984.25
gene-CycB3,PF00134.29;PF02984.25
gene-CycC,PF00134.29;PF16899.11
gene-CycG,PF00134.29
gene-CycH,PF00134.29;PF16899.11
gene-CycJ,PF00134.29
gene-CycT,PF00134.29;PF21797.3
gene-CycY,PF00134.29;PF08613.17
gene-Cyca,PF00134.29;PF02984.25
gene-Cyce,PF00134.29;PF02984.25
gene-Cyp18a1,PF00067.28
gene-Cyp303a1,PF00067.28
gene-Cyp305b1,PF00067.28
gene-Cyp307a1,PF00067.28
gene-Cyp332a1,PF00067.28
gene-Cyp337a1,PF00067.28
gene-Cyp339a1,PF00067.28
gene-Cyp366a1,PF00067.28
gene-Cyp40,PF00160.27;PF00515.35;PF07719.24
gene-Cyp4g15,PF00067.28
gene-Cyp6ab5,PF00067.28
gene-Cyp6ae22,PF00067.28
gene-Cypa,PF00160.27
gene-Cypl,PF00160.27
gene-CysRS,PF01406.26
gene-CysRS-m,PF01406.26;PF09334.18
gene-Cyt-c1,PF02167.21
gene-D12,PF03366.23;PF22951.2
gene-D2hgdh,PF01565.29;PF02913.25
gene-DAAM,PF02181.29;PF06367.23;PF06371.20
gene-DAT,PF00209.25
gene-DCAF12,PF23381.2;PF23414.2;PF23760.2;PF24807.2;PF24814.2;PF25172.2;PF25174.2;PF25175.2
gene-DCP1,PF06058.20;PF16741.11
gene-DCP2,PF00293.35;PF05026.19
gene-DCTN1-p150,PF01302.32;PF12455.14;PF26666.1
gene-DCTN2-p50,PF04912.20
gene-DCTN4-p62,PF05502.19
gene-DCTN5-p25,PF00132.31;PF21711.4;PF25084.2;PF25087.2
gene-DCTN6-p27,PF00132.31;PF25087.2
gene-DCX-EMAP,PF00400.39;PF03451.22;PF03607.24;PF12894.14;PF23098.2;PF23381.2;PF23383.2;PF23389.2;PF23393.3;PF23409.2;PF23414.2;PF23775.2;PF23869.2;PF24017.3;PF24780.2;PF24782.3;PF24796.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2
gene-DEF8,PF13901.13
gene-DENR,PF01253.28;PF21023.3
gene-DESAT4,PF00487.31
gene-DIP-beta,PF00047.32;PF07679.23;PF07686.24;PF13895.13;PF13927.13;PF22705.3;PF22971.3
gene-DIP2,PF00501.35;PF06464.17;PF23024.2;PF24919.1
gene-DLDH,PF00070.34;PF00890.31;PF01262.28;PF01494.26;PF02852.29;PF03486.21;PF07992.21;PF12831.14;PF13450.13;PF13738.13
gene-DMAP1,PF05499.18;PF16282.12
gene-DNAlig1,PF01068.27;PF04675.20;PF04679.22
gene-DNAlig3,PF00645.26;PF01068.27;PF04675.20;PF04679.22;PF16759.13
gene-DNApol-alpha180,PF00136.27;PF03104.26;PF08996.16;PF12254.14
gene-DNApol-alpha50,PF01896.26
gene-DNApol-alpha73,PF04042.22;PF08418.16;PF22062.3
gene-DNApol-epsilon255,PF00136.27;PF03104.26;PF08490.18;PF10108.16;PF22634.2;PF22912.3;PF23250.2
gene-DNApol-epsilon58,PF04042.22;PF12213.15
gene-DNApol-eta,PF00817.26;PF11799.14;PF18439.8;PF21704.4;PF21999.3
gene-DNApol-theta,PF00270.36;PF00271.38;PF00476.27;PF04851.22;PF20470.5;PF21099.3;PF25453.2
gene-DNApol-zeta,PF00136.27;PF03104.26;PF24055.3;PF24065.2
gene-DNaseII,PF03265.22
gene-DPCoAC,PF00153.33
gene-DUBAI,PF00443.36;PF13423.13;PF21246.4
gene-DZIP1,PF13815.12;PF25977.1
gene-Daao1,PF01266.31
gene-Daao2,PF01266.31
gene-Dab,PF00640.30
gene-Dad,PF03165.23;PF03166.20
gene-Dad1,PF02109.22
gene-Dak1,PF00406.30;PF13207.13;PF13238.13
gene-Dap160,PF00018.35;PF00036.39;PF07653.24;PF12763.14;PF13499.13;PF14604.13
gene-Dbct,PF00198.29;PF00364.29;PF02817.23
gene-Dbp21E2,PF00270.36;PF00271.38
gene-Dbp45A,PF00270.36;PF00271.38;PF04851.22;PF16203.12
gene-Dbp73D,PF00270.36;PF00271.38;PF04851.22
gene-Dbp80,PF00270.36;PF00271.38
gene-Dbx,PF00046.36
gene-Dci,PF00378.26;PF16113.11
gene-Dcps,PF05652.18;PF11969.14
gene-Dcr-1,PF00271.38;PF00636.32;PF02170.29;PF03368.20;PF14622.12;PF20931.3;PF20932.4
gene-Dd,PF03031.25
gene-Ddrgk1,PF09756.16
gene-Ddx1,PF00270.36;PF00271.38;PF00622.37
gene-Deaf1,PF01342.27
gene-Delta,PF00008.34;PF01414.26;PF07645.22;PF07657.20;PF07974.20;PF12661.14;PF21700.4;PF21795.4;PF23106.2;PF23301.2;PF25024.1
gene-Der-1,PF04511.21
gene-Der-2,PF04511.21
gene-Dera,PF01791.16
gene-Desat1,PF00487.31
gene-Det,PF00653.28
gene-Dfd,PF00046.36
gene-Dg,PF05345.19;PF05454.17
gene-Dgk,PF00036.39;PF00130.29;PF00609.25;PF00781.30;PF13202.13;PF13405.13;PF13499.13;PF14513.13
gene-Dgkepsilon,PF00609.25;PF00781.30
gene-Dh31,PF27927.1
gene-Dh31-R,PF00002.30;PF02793.28
gene-Dh44,PF00473.23
gene-Dh44-R2,PF00002.30;PF05462.18
gene-Dhap-at,PF01553.27;PF19277.5
gene-Dhc16F,PF00004.36;PF03028.22;PF07728.21;PF08393.19;PF12774.14;PF12775.14;PF12777.12;PF12780.14;PF12781.14;PF17852.7;PF17857.7;PF18198.8;PF18199.7;PF22597.3
gene-Dhc36C,PF03028.22;PF07728.21;PF08393.19;PF12774.14;PF12775.14;PF12777.12;PF12780.14;PF12781.14;PF17852.7;PF17857.7;PF18198.8;PF18199.7;PF22597.3
gene-Dhc62B,PF00004.36;PF00910.29;PF03028.22;PF07728.21;PF08393.19;PF12774.14;PF12775.14;PF12777.12;PF12780.14;PF12781.14;PF13401.13;PF17852.7;PF17857.7;PF18198.8;PF18199.7;PF22597.3
gene-Dhc64C,PF00004.36;PF00437.27;PF01078.28;PF03028.22;PF07728.21;PF08385.18;PF08393.19;PF12774.14;PF12775.14;PF12777.12;PF12780.14;PF12781.14;PF13191.13;PF13238.13;PF13401.13;PF13671.13;PF17852.7;PF18198.8;PF18199.7;PF20720.4;PF22597.3
gene-Dhc93AB,PF03028.22;PF07728.21;PF08385.18;PF08393.19;PF12774.14;PF12775.14;PF12777.12;PF12780.14;PF12781.14;PF13191.13;PF13245.13;PF13401.13;PF17852.7;PF17857.7;PF18198.8;PF18199.7;PF22597.3
gene-Dhc98D,PF03028.22;PF07728.21;PF08385.18;PF08393.19;PF12774.14;PF12775.14;PF12777.12;PF12780.14;PF12781.14;PF13401.13;PF17852.7;PF17857.7;PF18198.8;PF18199.7;PF22597.3
gene-Dhdds,PF01255.25
gene-Dhfr,PF00186.25
gene-Dhit,PF00615.25
gene-Dhod,PF01180.28
gene-Dhpr,PF00106.32;PF13561.13
gene-Dhr-1,PF00001.27;PF10320.16;PF10324.16
gene-Dhrs4,PF00106.32;PF08659.17;PF13561.13;PF23441.1
gene-Dhs,PF01916.24
gene-Dhx15,PF00270.36;PF00271.38;PF04408.30;PF07717.23;PF21010.3
gene-Diap2,PF00653.28;PF13920.13
gene-Dic1,PF00153.33
gene-Dim1,PF00085.27;PF02966.23
gene-Dip-B,PF00883.27
gene-Dip-C,PF00557.30;PF05195.23
gene-Dis3,PF00773.26;PF13638.13;PF17216.10;PF17849.8;PF17876.8
gene-Dlc90F,PF03645.19
gene-Dlg5,PF00595.30;PF00625.28;PF13180.13;PF17820.8
gene-Dlic,PF05783.18
gene-Dlish,PF00018.35;PF07653.24;PF08239.18;PF14604.13;PF23587.1
gene-Dll,PF00046.36
gene-Dmc1,PF00154.28;PF08423.18;PF13481.13;PF14520.13
gene-Dmtn,PF10267.15
gene-Dna2,PF01443.25;PF01930.24;PF08696.18;PF12705.14;PF13086.13;PF13087.13;PF13245.13;PF13604.13
gene-DnaJ-1,PF00226.37;PF00684.26;PF01556.24
gene-DnaJ-10,PF00226.37;PF23302.2
gene-DnaJ-11,PF00226.37
gene-DnaJ-13,PF00226.37
gene-DnaJ-14,PF00226.37;PF00684.26;PF01556.24
gene-DnaJ-15,PF00076.29;PF00226.37
gene-DnaJ-16,PF00226.37;PF12171.15;PF12874.14;PF21884.3
gene-DnaJ-17,PF00226.37;PF11875.15;PF22774.3
gene-DnaJ-21,PF00226.37
gene-DnaJ-5,PF00226.37;PF01556.24
gene-DnaJ-6,PF00226.37;PF09320.17
gene-DnaJ-8,PF00226.37
gene-Dnaaf3,PF14737.12;PF14740.12
gene-Dnaaf5,PF02985.29;PF12348.15;PF12755.14;PF13513.13;PF13646.13;PF20168.5;PF23227.2;PF23271.2;PF24573.2;PF24987.2;PF25757.2;PF25782.3;PF25786.1
gene-Dnaaf6,PF18201.8;PF21413.4
gene-Dnah3,PF00004.36;PF03028.22;PF07728.21;PF08393.19;PF12774.14;PF12775.14;PF12777.12;PF12780.14;PF12781.14;PF13191.13;PF13401.13;PF17852.7;PF17857.7;PF18198.8;PF18199.7;PF22597.3
gene-Dnali1,PF10211.15
gene-Dnmt1,PF00145.24;PF01426.25;PF02008.26;PF12047.14
gene-Doa,PF00069.32;PF07714.24
gene-Doc1,PF00907.28
gene-Dok,PF00169.36;PF02174.24
gene-Dolk,PF28421.1
gene-DopEcR,PF00001.27
gene-Dopr1,PF00001.27;PF10320.16;PF13853.13
gene-Dopr2,PF00001.27;PF10320.16
gene-Dorsal,PF00554.28;PF16179.12
gene-Dp,PF02319.27;PF08781.16
gene-Dp1,PF00013.36;PF07650.24;PF14611.14;PF22675.3;PF22952.3;PF22985.4;PF24471.2;PF24563.2;PF24641.2;PF24668.2;PF26594.2
gene-Dpck,PF01121.27
gene-Dph1,PF01866.23
gene-Dph2,PF01866.23
gene-Dph3,PF05207.19
gene-Dph5,PF00590.26
gene-Dpit47,PF14559.13;PF18972.6
gene-Dpm1,PF00535.33;PF13641.13
gene-Dpp10,PF00326.28;PF00930.28
gene-DppIII,PF03571.22
gene-Drak,PF00069.32;PF01391.24;PF07714.24
gene-Drat,PF13602.13
gene-Dredd,PF00656.28;PF23724.2;PF23725.2
gene-Drep1,PF02017.22;PF09033.16
gene-Drep2,PF02017.22
gene-Drep4,PF02017.22;PF09230.17
gene-Drgx,PF00046.36
gene-Drip,PF00230.26
gene-Drl-2,PF00069.32;PF02019.25;PF07714.24
gene-Droj2,PF00226.37;PF00684.26;PF01556.24
gene-Dronc,PF00619.28;PF00656.28
gene-Drp,PF15228.12
gene-Drp1,PF00350.30;PF01031.26;PF02212.24
gene-Dscam1,PF00041.28;PF00047.32;PF07654.22;PF07679.23;PF07686.24;PF08205.19;PF12355.14;PF13895.13;PF13927.13;PF16656.12;PF16680.12;PF16681.12;PF16706.12;PF18452.8;PF20418.4;PF22705.3;PF22854.3;PF22971.3;PF23376.2;PF25059.2;PF25305.2;PF28033.1
gene-Dscam3,PF00041.28;PF00047.32;PF07654.22;PF07679.23;PF07686.24;PF08204.18;PF08205.19;PF13895.13;PF13927.13;PF16656.12;PF17736.8;PF18452.8;PF22705.3;PF22854.3;PF22971.3;PF25059.2;PF28033.1;PF28354.1
gene-Dscam4,PF00041.28;PF00047.32;PF07354.19;PF07654.22;PF07679.23;PF07686.24;PF08204.18;PF08205.19;PF13895.13;PF13927.13;PF16656.12;PF16680.12;PF16681.12;PF16706.12;PF18452.8;PF22705.3;PF22854.3;PF22971.3;PF23376.2;PF25059.2;PF25523.2;PF28033.1;PF28354.1
gene-Dsor1,PF00069.32;PF03109.23;PF07714.24
gene-Dtd,PF02580.22
gene-Dtwd2,PF03942.21
gene-Duox,PF00036.39;PF01794.26;PF03098.21;PF08022.19;PF08030.18;PF13202.13;PF13405.13;PF13499.13;PF13833.13;PF23564.2;PF26659.1
gene-Dus1,PF01207.24
gene-Dus2,PF00035.33;PF01207.24
gene-Dus3,PF01207.24;PF25585.2
gene-Dus4,PF01180.28;PF01207.24
gene-Dyrk2,PF00069.32;PF03109.23;PF07714.24
gene-Dyrk3,PF00069.32;PF03109.23;PF07714.24
gene-E(Pc),PF10513.15
gene-E(bx),PF00439.31;PF00628.36;PF02791.23;PF15613.12
gene-E(spl)malpha,PF15952.11
gene-E(spl)mbeta,PF00010.32;PF07527.19
gene-E(z),PF00856.34;PF18118.8;PF18264.7;PF21358.3
gene-E2f1,PF02319.27;PF16421.11
gene-ECSIT,PF06239.18;PF14784.12
gene-EH,PF04736.18
gene-EMC10,PF21203.3
gene-EMC3,PF01956.22
gene-EMC4,PF06417.18
gene-EMC5,PF10270.15
gene-EMC6,PF07019.18
gene-EMC7,PF09430.17
gene-EMC8-9,PF03665.19
gene-EMRE,PF10161.15
gene-ENGase,PF03644.20
gene-ERR,PF00104.36;PF00105.25
gene-ERp44,PF00085.27;PF13848.13
gene-ERp57,PF00085.27;PF00578.28;PF13098.14;PF13848.13;PF13899.13;PF13905.13;PF20207.5
gene-Eaat1,PF00375.24
gene-Eaat2,PF00375.24
gene-Eaf,PF09816.15
gene-Eaf6,PF09340.16
gene-Eb1,PF00307.37;PF03271.23
gene-EcR,PF00104.36;PF00105.25
gene-Echs1,PF00378.26;PF16113.11
gene-Eck,PF01636.30;PF02958.27;PF07914.18
gene-Edc3,PF03853.22;PF09532.16;PF12701.14
gene-Edem1,PF01532.27
gene-Edem2,PF01532.27;PF02225.28
gene-Efa6,PF00169.36;PF00595.30;PF01369.26;PF15410.13;PF17820.8
gene-Egfr,PF00069.32;PF00757.26;PF01030.32;PF07714.24;PF14843.12
gene-Egm,PF21343.3
gene-Ehbp1,PF00307.37;PF10358.16;PF12130.14
gene-Eif2g,PF00009.34;PF03144.32;PF09173.18
gene-Eip63E,PF00069.32;PF07714.24
gene-Eip63F-1,PF00036.39;PF13202.13;PF13405.13;PF13499.13;PF13833.13;PF21008.4;PF24548.2
gene-Eip74EF,PF00178.30
gene-Eip75B,PF00104.36;PF00105.25
gene-Eip93F,PF05225.23
gene-EloB,PF00240.30
gene-EloC,PF03931.22
gene-Elovl7,PF01151.24
gene-Elp1,PF04762.19;PF23381.2;PF23414.2;PF23774.2;PF23797.2;PF23878.2;PF23925.2;PF23936.2
gene-Elp3,PF04055.28;PF16199.11;PF23613.2
gene-Elp4,PF05625.18
gene-Elp5,PF10483.16
gene-Elys,PF13934.13;PF16687.11
gene-EndoA,PF00018.35;PF03114.24;PF07653.24;PF10455.15;PF14604.13;PF16746.11
gene-EndoG,PF01223.30
gene-Eno,PF00113.29;PF03952.22;PF13378.13
gene-Enoph,PF00702.33
gene-Ent1,PF01733.25
gene-Ent2,PF01733.25
gene-Ent3,PF01733.25
gene-Eogt,PF04577.20
gene-Eph,PF00041.28;PF00069.32;PF00536.38;PF01404.26;PF07647.25;PF07714.24;PF14575.12;PF16656.12;PF23376.2;PF25599.3
gene-Ephrin,PF00812.24
gene-Epp,PF00300.28;PF00627.38;PF14604.13;PF22562.3
gene-Eps-15,PF00036.39;PF12763.14;PF13202.13;PF13405.13;PF13499.13
gene-Ercc1,PF03834.21;PF14520.13
gene-Erk7,PF00069.32;PF07714.24
gene-Ero1L,PF04137.21
gene-Es2,PF09751.15
gene-Esp,PF00916.27;PF01740.27
gene-Esyt2,PF00168.37;PF17047.12;PF25669.2
gene-Etf-QO,PF00890.31;PF01946.24;PF05187.20;PF07992.21;PF13450.13;PF21162.4
gene-Etfb,PF01012.28
gene-Ethr,PF00001.27;PF10328.16
gene-Etl1,PF00176.30;PF00270.36;PF00271.38;PF04851.22;PF11496.15
gene-Ets,PF00178.30
gene-Ets65A,PF00178.30
gene-Ets97D,PF00178.30;PF02198.24;PF11620.15
gene-Evi5,PF00566.26;PF23436.2
gene-Exd2,PF01612.27
gene-Exo70,PF03081.23;PF20669.4
gene-Exo84,PF08700.18;PF16528.12;PF22697.3
gene-FAM21,PF15255.12
gene-FANCI,PF14675.13;PF14676.13;PF14677.13;PF14678.13;PF14680.13
gene-FASN1,PF00107.33;PF00550.32;PF00975.27;PF08659.17;PF13602.13;PF21149.4
gene-FASN3,PF00106.32;PF00107.33;PF00109.33;PF00550.32;PF00698.27;PF00975.27;PF02801.29;PF08659.17;PF13602.13;PF16197.12;PF21149.4
gene-FBXO11,PF00646.39;PF02207.26;PF05048.20;PF12937.13;PF13229.13
gene-FDL,PF00728.29;PF14845.12
gene-FER,PF00017.31;PF00069.32;PF00611.29;PF07714.24
gene-FIG4,PF02383.24
gene-FMO1,PF00743.26;PF01266.31;PF07992.21;PF13434.13;PF13450.13;PF13454.13;PF13738.13
gene-FMO2,PF00743.26;PF01266.31;PF01494.26;PF01946.24;PF07992.21;PF13434.13;PF13450.13;PF13738.13
gene-FMRFaR,PF00001.27;PF10320.16;PF10324.16;PF10328.16
gene-FNSI,PF03171.27;PF14226.13
gene-FRG1,PF06229.19
gene-Fa2h,PF00173.34;PF04116.20
gene-FaMeT7,PF11901.14
gene-Faa,PF01557.24;PF09298.17
gene-Faah,PF01557.24
gene-Faf2,PF00789.27;PF14555.13;PF21021.4;PF22566.3
gene-Fak,PF00069.32;PF00373.24;PF03623.19;PF07714.24;PF18038.8;PF21477.4
gene-Fam92,PF06730.17
gene-Fancd2,PF14631.12
gene-Fancl,PF11793.15;PF18891.6
gene-Fancm,PF00270.36;PF00271.38;PF04851.22
gene-Fas1,PF02469.28
gene-Fas2,PF00041.28;PF00047.32;PF07679.23;PF07686.24;PF08204.18;PF13895.13;PF13927.13;PF22854.3;PF22971.3;PF25059.2;PF25305.2
gene-Fas3,PF07679.23;PF08205.19;PF13927.13
gene-Fatp,PF00501.35;PF13193.13
gene-Fatp3,PF00501.35;PF13193.13
gene-Fbl6,PF12799.14;PF12937.13;PF24048.2
gene-Fbw5,PF12937.13
gene-Fbxl4,PF00646.39;PF12937.13;PF13516.13
gene-Fbxl7,PF00646.39;PF12799.14;PF12937.13;PF13516.13;PF24758.2;PF25372.2
gene-Fbxo42,PF00646.39;PF01344.32;PF07646.22;PF12937.13;PF13415.13;PF13418.13;PF13854.13;PF13964.13;PF24681.2;PF24981.2;PF24996.1;PF25210.2
gene-Fcp1,PF00533.34;PF03031.25;PF09309.16;PF26077.1
gene-Fdh,PF00107.33;PF08240.18
gene-Fdx1,PF00111.33
gene-Fdx2,PF00111.33
gene-FeCH,PF00762.25
gene-Fem-1,PF00023.37;PF12796.14;PF13606.13;PF13637.13;PF13857.13;PF24521.3
gene-Fen1,PF00752.24;PF00867.24
gene-Fer1HCH,PF00210.31
gene-Fer2,PF00010.32
gene-Fer2LCH,PF00210.31
gene-Fib,PF01269.24
gene-Fib-l,PF05849.19
gene-Fibp,PF05427.17
gene-Fic,PF02661.24
gene-Fife,PF00168.37;PF00595.30;PF17820.8
gene-Fim,PF00036.39;PF00307.37;PF11971.14;PF13405.13;PF13499.13
gene-Fip1,PF05182.19
gene-FipoQ,PF00646.39;PF12937.13
gene-Fis1,PF14852.13;PF14853.13
gene-Fitm,PF10261.16
gene-Fkbp12,PF00254.35;PF23322.2
gene-Fkbp14,PF00036.39;PF00254.35;PF13202.13;PF13405.13;PF13499.13
gene-Fkbp45,PF00254.35;PF17800.8
gene-Fkbp59,PF00254.35;PF00515.35;PF07719.24;PF13181.13;PF23322.2
gene-Flo1,PF01145.32;PF15975.11
gene-Flo2,PF01145.32
gene-Fmbp-1,PF21107.3
gene-Fmo-1,PF00743.26;PF01266.31;PF03486.21;PF07992.21;PF13434.13;PF13450.13;PF13738.13
gene-Fmr1,PF00013.36;PF05641.19;PF17904.8;PF18336.8
gene-Fnta,PF01239.29
gene-Fntb,PF00432.28
gene-FoxK,PF00250.25;PF00498.32
gene-FoxP,PF00250.25;PF16159.11
gene-Foxg1,PF00250.25
gene-Fps,PF00348.23
gene-Frl,PF02181.29;PF06367.23;PF06371.20
