gene_id,kegg_ko
gene-Egfr,ko:K05085
gene-Egm,ko:K15980
gene-Eif2g,ko:K03242
gene-Eif2g,ko:K11419
gene-Eip63E,ko:K08821
gene-Eip63E,ko:K15594
gene-Eip63F-1,ko:K02183
gene-Eip74EF,ko:K09428
gene-Eip75B,ko:K08701
gene-Eip93F,ko:K20015
gene-EloB,ko:K03873
gene-EloC,ko:K03872
gene-Elovl7,ko:K10247
gene-Elovl7,ko:K10250
gene-Elp1,ko:K11373
gene-Elp3,ko:K07739
gene-Elp4,ko:K11375
gene-EndoA,ko:K11247
gene-EndoG,ko:K01173
gene-Eno,ko:K01689
gene-Enoph,ko:K09880
gene-Ent1,ko:K15014
gene-Ent2,ko:K15014
gene-Ent3,ko:K03323
gene-Eogt,ko:K18134
gene-Eph,ko:K05104
gene-Eph,ko:K05105
gene-Eph,ko:K05106
gene-Eph,ko:K05108
gene-Eph,ko:K05110
gene-Eph,ko:K05111
gene-Eph,ko:K05112
gene-Eph,ko:K05113
gene-Ephrin,ko:K05463
gene-Ephrin,ko:K19495
gene-Epp,ko:K18993
gene-Eps-15,ko:K12472
gene-Ercc1,ko:K10849
gene-Erk7,ko:K19603
gene-Ero1L,ko:K10950
gene-Ero1L,ko:K10976
gene-Es2,ko:K13118
gene-Esp,ko:K14708
gene-Etf-QO,ko:K00311
gene-Etfb,ko:K03521
gene-Ethr,ko:K04239
gene-Ethr,ko:K04282
gene-Ethr,ko:K04284
gene-Etl1,ko:K14439
gene-Ets,ko:K09429
gene-Ets,ko:K17102
gene-Ets65A,ko:K09436
gene-Ets97D,ko:K09441
gene-Evi5,ko:K20242
gene-Exd2,ko:K20777
gene-Exo70,ko:K07195
gene-Exo84,ko:K19986
gene-FAM21,ko:K18462
gene-FANCI,ko:K10895
gene-FASN1,ko:K00665
gene-FASN3,ko:K00665
gene-FBXO11,ko:K10297
gene-FDL,ko:K20730
gene-FER,ko:K07527
gene-FER,ko:K08889
gene-FRG1,ko:K13122
gene-Fa2h,ko:K01265
gene-Fa2h,ko:K08849
gene-Fa2h,ko:K13091
gene-Fa2h,ko:K19703
gene-Fa2h,ko:K19706
gene-Fa2h,ko:K20409
gene-Faa,ko:K01555
gene-Faf2,ko:K14776
gene-Faf2,ko:K18726
gene-Fak,ko:K05725
gene-Fak,ko:K05871
gene-Fancd2,ko:K10891
gene-Fancl,ko:K10606
gene-Fancm,ko:K10896
gene-Fas1,ko:K19897
gene-Fas2,ko:K06491
gene-Fatp,ko:K08745
gene-Fatp3,ko:K08745
gene-Fbl6,ko:K10272
gene-Fbw5,ko:K10263
gene-Fbxl4,ko:K10270
gene-Fbxl7,ko:K10273
gene-Fbxo42,ko:K10317
gene-Fcp1,ko:K15732
gene-Fdh,ko:K00121
gene-Fdh,ko:K13980
gene-Fdx1,ko:K22071
gene-Fdx2,ko:K22070
gene-Fdx2,ko:K22071
gene-FeCH,ko:K01772
gene-Fem-1,ko:K10349
gene-Fen1,ko:K04799
gene-Fer1HCH,ko:K00522
gene-Fib,ko:K14563
gene-Fim,ko:K17275
gene-Fim,ko:K17276
gene-Fim,ko:K17336
gene-Fip1,ko:K14405
gene-Fis1,ko:K17969
gene-Fkbp12,ko:K09568
gene-Fkbp14,ko:K09577
gene-Fkbp45,ko:K14826
gene-Fkbp59,ko:K06269
gene-Fkbp59,ko:K09571
gene-Fkbp59,ko:K12487
gene-Flo1,ko:K07192
gene-Flo2,ko:K07192
gene-Fmo-1,ko:K00485
gene-Fmr1,ko:K15516
gene-Fnta,ko:K05955
gene-Fntb,ko:K05954
gene-FoxK,ko:K09404
gene-FoxP,ko:K09409
gene-Foxg1,ko:K09385
gene-Fps,ko:K00787
gene-Fs(2)Ket,ko:K14293
gene-Fsn,ko:K10319
gene-FucT6,ko:K00717
gene-FucTA,ko:K00753
gene-FucTA,ko:K07635
gene-FucTA,ko:K14464
gene-FucTB,ko:K09669
gene-FucTB,ko:K11257
gene-Fuca,ko:K01206
gene-Fur1,ko:K01349
gene-Fur1,ko:K01359
gene-Fur1,ko:K08654
gene-G6P,ko:K01084
gene-G9a,ko:K11420
gene-GAA1,ko:K05289
gene-GABA-B-R1,ko:K04615
gene-GABA-B-R2,ko:K04615
gene-GABA-B-R3,ko:K04615
gene-GABPI,ko:K18932
gene-GAPcenA,ko:K08407
gene-GAPcenA,ko:K20284
gene-GCC88,ko:K20281
gene-GCS1,ko:K01228
gene-GCS2alpha,ko:K05546
gene-GCS2alpha,ko:K12317
gene-GCS2beta,ko:K08288
gene-GLS,ko:K01425
gene-GPHR,ko:K22193
gene-GSTd1,ko:K00799
gene-GSTd2,ko:K00799
gene-GSTd3,ko:K00799
gene-GSTe3,ko:K00799
gene-GSTe6,ko:K00799
gene-GSTo1,ko:K00310
gene-GSTo1,ko:K00799
gene-GSTo2,ko:K00310
gene-GSTo2,ko:K00799
gene-GSTo3,ko:K00310
gene-GSTt1,ko:K00799
gene-GSTz1,ko:K01800
gene-GSTz2,ko:K01800
gene-GXIVsPLA2,ko:K01047
gene-Gad1,ko:K01580
gene-Gadd45,ko:K04402
gene-Gale,ko:K01784
gene-Galk,ko:K18674
gene-Galphaf,ko:K04632
gene-Galphaf,ko:K04640
gene-Galphao,ko:K04534
gene-Galphao,ko:K04630
gene-Galphaq,ko:K04634
gene-Galphaq,ko:K04635
gene-Galt,ko:K00965
gene-Gar1,ko:K11128
gene-Gart,ko:K11787
gene-Gas41,ko:K11341
gene-Gas8,ko:K19942
gene-Gasz,ko:K18410
gene-Gat,ko:K05034
gene-GatA,ko:K02433
gene-GatB,ko:K02434
gene-Gata-beta,ko:K09183
gene-Gbeta13F,ko:K04536
gene-Gbeta13F,ko:K04537
gene-Gbeta13F,ko:K04538
gene-Gbeta5,ko:K04539
gene-Gbeta76C,ko:K07972
gene-Gbs-70E,ko:K07189
gene-Gbs-76A,ko:K07189
gene-Gcat,ko:K01176
gene-Gclc,ko:K11204
gene-Gclm,ko:K11205
gene-Gcn2,ko:K16196
gene-Gcn5,ko:K06062
gene-Gcy,ko:K12323
gene-Gcy,ko:K12324
gene-Gdap1,ko:K22077
gene-Gdh,ko:K00261
gene-Gdi,ko:K17255
gene-Ge-1,ko:K12616
gene-Gem2,ko:K13130
gene-Gen,ko:K15338
gene-Gfrl,ko:K19895
gene-Gga,ko:K12404
gene-Ggamma30A,ko:K04547
gene-Gint3,ko:K14011
gene-Gip,ko:K01816
gene-Git,ko:K05737
gene-Git,ko:K12487
gene-Gk-2,ko:K00864
gene-Gk1,ko:K00864
gene-Gk2,ko:K00864
gene-GlcAT-I,ko:K00735
gene-GlcAT-I,ko:K10158
gene-GlcT,ko:K00720
gene-Gld,ko:K00108
gene-Gld,ko:K00115
gene-Gle1,ko:K18723
gene-Glg1,ko:K06816
gene-Gli,ko:K07378
gene-GlnRS,ko:K01886
gene-Glo1,ko:K01759
gene-Glob1,ko:K21894
gene-Glpq,ko:K01126
gene-GluClalpha,ko:K05193
gene-GluClalpha,ko:K05194
gene-GluClalpha,ko:K05195
gene-GluClalpha,ko:K05271
gene-GluClalpha,ko:K05273
gene-GluProRS,ko:K01885
gene-GluProRS,ko:K14163
gene-GluRS-m,ko:K01885
gene-GlyRS,ko:K01880
gene-GlyS,ko:K00693
gene-GlyT,ko:K05038
gene-Glyp,ko:K00688
gene-Gmd,ko:K01711
gene-Gmer,ko:K02377
gene-Gmppa,ko:K00966
gene-Gmppa,ko:K14000
gene-Gmppb,ko:K00966
gene-Gnf1,ko:K10754
gene-Gnpnat,ko:K00621
gene-Gogat,ko:K00264
gene-Golgin97,ko:K16731
gene-Gorab,ko:K19748
gene-Gos28,ko:K08495
gene-Got1,ko:K14454
gene-Got2,ko:K14455
gene-Gp210,ko:K14314
gene-Gp93,ko:K09487
gene-Gpat4,ko:K13506
gene-Gpdh1,ko:K00006
gene-Gpo1,ko:K00111
gene-Gprk1,ko:K00910
gene-Gprk2,ko:K08291
gene-Gr21a,ko:K08471
gene-Gr63a,ko:K08471
gene-Gr9,ko:K08471
gene-Grina,ko:K06890
gene-Grip,ko:K20251
gene-Grip163,ko:K16573
gene-Grip71,ko:K16547
gene-Grip75,ko:K16571
gene-Grip91,ko:K16570
gene-Gro,ko:K04497
gene-Grp170,ko:K09486
gene-Grx3,ko:K15216
gene-Grx5,ko:K07390
gene-Gug,ko:K05626
gene-Gug,ko:K05628
gene-Gyc88E,ko:K01769
gene-Gycalpha99B,ko:K12318
gene-Gycalpha99B,ko:K12319
gene-Gycbeta100B,ko:K12318
gene-Gycbeta100B,ko:K12319
gene-Gyf,ko:K18730
gene-H,ko:K06064
gene-H2.0,ko:K09339
gene-H2ax-l,ko:K11251
gene-HBS1,ko:K14416
gene-HDAC1,ko:K06067
gene-HDAC11,ko:K11418
gene-HDAC3,ko:K06067
gene-HDAC3,ko:K11404
gene-HDAC4,ko:K11406
gene-HDAC4,ko:K11408
gene-HDAC4,ko:K11409
gene-HDAC6,ko:K11407
gene-HERC2,ko:K10595
gene-HGTX,ko:K08030
gene-HGTX,ko:K09350
gene-HLH4C,ko:K09075
gene-HPS1,ko:K20193
gene-HPS4,ko:K20194
gene-HSPBAP1,ko:K19375
gene-HSPC300,ko:K05752
gene-Hacd1,ko:K10703
gene-Hacd2,ko:K10703
gene-Hacl,ko:K12261
gene-Had1,ko:K13247
gene-Hakai,ko:K15685
gene-Hakai,ko:K15714
gene-Hand,ko:K18486
gene-Hao,ko:K00070
gene-Hao,ko:K11517
gene-Hap40,ko:K20135
gene-Hasp,ko:K17495
gene-Haspin,ko:K16315
gene-Hat1,ko:K11303
gene-Hcf,ko:K14966
gene-Hcs,ko:K01942
gene-Hdc,ko:K01590
gene-Hdc,ko:K01593
gene-Hdc,ko:K22329
gene-Hecw,ko:K12168
gene-Hel25E,ko:K12812
gene-Hel25E,ko:K13182
gene-Hel89B,ko:K15192
gene-Hem,ko:K05750
gene-HemK2,ko:K03120
gene-HemK2,ko:K10754
gene-HemK2,ko:K16622
gene-HemK2,ko:K19589
gene-Hen1,ko:K20798
gene-Hepa,ko:K07964
gene-Hepa,ko:K07965
gene-Herc4,ko:K10614
gene-Herc4,ko:K10615
gene-Herp,ko:K14027
gene-Hex-A,ko:K00844
gene-Hex-A,ko:K12407
gene-Hexim,ko:K15189
gene-Hexo1,ko:K12373
gene-Hexo2,ko:K12373
gene-Hey,ko:K09091
gene-Hgsnat,ko:K10532
gene-Hip1,ko:K04559
gene-Hip1,ko:K20040
gene-Hip14,ko:K20032
gene-Hipk,ko:K08826
gene-Hira,ko:K11293
gene-His2Av,ko:K11251
gene-His2Av,ko:K21799
gene-HisRS,ko:K01892
gene-HisT,ko:K08220
gene-Hk,ko:K04882
gene-Hk,ko:K04883
gene-Hk,ko:K04884
gene-Hlc,ko:K14810
gene-Hlh54f,ko:K09072
gene-Hmg-s,ko:K01641
gene-Hmga,ko:K09283
gene-Hmgc,ko:K01640
gene-Hmgcr,ko:K00021
gene-Hml,ko:K03900
gene-Hml,ko:K10955
gene-Hmt-1,ko:K05661
gene-Hmt-1,ko:K05663
gene-Hmt4-20,ko:K11429
gene-HnRNP-K,ko:K00733
gene-HnRNP-K,ko:K12886
gene-Hnf4,ko:K07292
gene-Hnf4,ko:K07295
gene-Hnf4,ko:K08037
gene-Hnf4,ko:K08542
gene-Hnf4,ko:K08704
gene-Ho,ko:K00510
gene-Ho,ko:K21418
gene-Hp1b-l,ko:K11585
gene-Hp1b-l,ko:K11586
gene-Hp1b-l,ko:K11587
gene-Hph,ko:K09592
gene-Hpr1,ko:K12878
gene-Hr3,ko:K08532
gene-Hr3,ko:K08533
gene-Hr3,ko:K08701
gene-Hr3,ko:K14033
gene-Hr38,ko:K04465
gene-Hr38,ko:K08558
gene-Hr39,ko:K08705
gene-Hr4,ko:K09185
gene-Hr96,ko:K14035
gene-Hrb27C,ko:K12741
gene-Hrb27C,ko:K14411
gene-Hrd3,ko:K14026
gene-Hrs,ko:K12182
gene-Hs2st,ko:K02513
gene-Hs3st-A,ko:K08104
gene-Hs3st-B,ko:K07808
gene-Hs3st-B,ko:K07809
gene-Hs3st-B,ko:K09678
gene-Hs3st-B,ko:K09679
gene-Hs6st,ko:K02514
gene-Hs6st,ko:K08102
gene-Hs6st,ko:K08103
gene-Hsc20,ko:K04082
gene-Hsc20,ko:K15151
gene-Hsc70-3,ko:K09490
gene-Hsc70-4,ko:K03283
gene-Hsc70-5,ko:K04043
gene-Hsc70Cb,ko:K09485
gene-Hsc70Cb,ko:K09489
gene-Hsepi,ko:K01793
gene-Hsf,ko:K09414
gene-Hsl,ko:K07188
gene-Hsp21.4,ko:K09545
gene-Hsp83,ko:K04079
gene-HtrA2,ko:K00884
gene-HtrA2,ko:K08669
gene-Hus1-like,ko:K10903
gene-Hyccin,ko:K21844
gene-Hydr1,ko:K13696
gene-Hydr1,ko:K13697
gene-Hydr2,ko:K13697
gene-Hydr2,ko:K19572
gene-Hyls1,ko:K16472
gene-ICA69,ko:K16343
gene-IFT46,ko:K19682
gene-IFT52,ko:K19681
gene-IFT54,ko:K19680
gene-IFT57,ko:K04638
gene-IKKbeta,ko:K04467
gene-IKKbeta,ko:K07209
gene-IKKepsilon,ko:K05410
gene-IKKepsilon,ko:K07211
gene-INPP5E,ko:K20278
gene-INTS7,ko:K13144
gene-IP3K1,ko:K00911
gene-IP3K2,ko:K00911
gene-IRSp53,ko:K05627
gene-Iap,ko:K04725
gene-Iap,ko:K16061
gene-Ide,ko:K01408
gene-Idh,ko:K00031
gene-Idh3a,ko:K00030
gene-Idh3b,ko:K00030
gene-Idh3g,ko:K00030
gene-Idh3g,ko:K14832
gene-Idi,ko:K01823
gene-Ids,ko:K01136
gene-Ih,ko:K04955
gene-Ih,ko:K04956
gene-Ih,ko:K04957
gene-IleRS,ko:K01870
gene-IleRS-m,ko:K01870
gene-Ilk,ko:K06272
gene-Iml1,ko:K20404
gene-Imp,ko:K02888
gene-Imp,ko:K13197
gene-Imp,ko:K17391
gene-Imp,ko:K17392
gene-InR,ko:K04527
gene-InR,ko:K05087
gene-Incenp,ko:K11515
gene-Ing3,ko:K11319
gene-Ing5,ko:K11345
gene-Ing5,ko:K11346
gene-Ino80,ko:K11665
gene-Inos,ko:K01858
gene-IntS1,ko:K13138
gene-IntS10,ko:K13147
gene-IntS11,ko:K13148
gene-IntS12,ko:K13149
gene-IntS2,ko:K13139
gene-IntS3,ko:K13140
gene-IntS4,ko:K13141
gene-IntS6,ko:K13143
gene-IntS6,ko:K13180
gene-IntS8,ko:K04676
gene-IntS8,ko:K13145
gene-IntS9,ko:K13146
gene-Inv,ko:K09319
gene-Invadolysin,ko:K13539
gene-Inx2,ko:K22037
gene-Inx3,ko:K22037
gene-Inx4,ko:K00803
gene-Inx7,ko:K22037
gene-Ip259,ko:K14842
gene-Ip6k,ko:K07756
gene-Ipk2,ko:K00915
gene-Ipp,ko:K01107
gene-Ir25a,ko:K05313
gene-Ir68a,ko:K00232
gene-Ir76b,ko:K05313
gene-Ir8a,ko:K05313
gene-Irbp,ko:K10884
gene-Irbp18,ko:K10049
gene-Ire1,ko:K08852
gene-Ire1,ko:K11715
gene-Ire1,ko:K18412
gene-IscU,ko:K22068
gene-Isha,ko:K13167
gene-Isha,ko:K13191
gene-Isha,ko:K15560
gene-Ist1,ko:K19476
gene-Iswi,ko:K11654
gene-Iswi,ko:K11727
gene-Itpr,ko:K04958
gene-Ivd,ko:K00253
gene-Iyd,ko:K17231
gene-JMJD5,ko:K10277
gene-JMJD7,ko:K16342
gene-JMJD7,ko:K19219
gene-Jafrac1,ko:K03386
gene-Jafrac1,ko:K13279
gene-Jarid2,ko:K11478
gene-JhI-21,ko:K13780
gene-JhI-21,ko:K13867
gene-JhI-21,ko:K13872
gene-Jheh-lp1,ko:K01253
gene-Jheh-lp1,ko:K05361
gene-Jheh-lp1,ko:K10719
gene-Jheh-lp3,ko:K01253
gene-Jheh-lp3,ko:K05361
gene-Jheh-lp3,ko:K10719
gene-Jheh-lp4,ko:K01253
gene-Jheh-lp4,ko:K10719
gene-Josd,ko:K15235
gene-Jra,ko:K04448
gene-Jra,ko:K04449
gene-KCNQ,ko:K04927
gene-KCNQ,ko:K04929
gene-KCNQ,ko:K04930
gene-KaiR1D,ko:K05313
gene-Kap-alpha1,ko:K15042
gene-Kap-alpha1,ko:K15043
gene-Karybeta3,ko:K20222
gene-Kat60,ko:K07767
gene-Kaz,ko:K18624
gene-Kcmf1,ko:K22376
gene-KdelR,ko:K10949
gene-Kdm2,ko:K10276
gene-Kdm2,ko:K10285
gene-Kdm3,ko:K11449
gene-Kdm3,ko:K15601
gene-Kdm5,ko:K11446
gene-Kdm5,ko:K12495
gene-Kdm5,ko:K19952
gene-Kdsr,ko:K04708
gene-Keap1,ko:K10456
gene-Khc,ko:K10396
gene-Khc-73,ko:K17914
gene-Kif19A,ko:K10401
gene-Klc,ko:K10407
gene-Klp10A,ko:K10393
gene-Klp31E,ko:K10395
gene-Klp3A,ko:K10395
gene-Klp61F,ko:K10398
gene-Klp64D,ko:K10394
gene-Klp64D,ko:K16606
gene-Klp64D,ko:K20198
gene-Klp98A,ko:K17916
gene-Kpc2,ko:K12174
gene-Kr-h2,ko:K20724
gene-Ktl,ko:K21918
gene-Kua,ko:K10704
gene-Kua,ko:K20656
gene-Kyat,ko:K00816
gene-Kynu,ko:K01556
gene-L(b002),ko:K00161
gene-L2HGDH,ko:K00109
gene-LBR,ko:K00222
gene-LBR,ko:K19532
gene-LIMK1,ko:K05743
gene-LIMK1,ko:K05744
gene-LKRSDH,ko:K14157
gene-LOC142972141,ko:K12959
gene-LOC142972142,ko:K11374
gene-LOC142972143,ko:K03098
gene-LOC142972144,ko:K08451
gene-LOC142972145,ko:K04506
gene-LOC142972145,ko:K08742
gene-LOC142972148,ko:K17784
gene-LOC142972149,ko:K15382
gene-LOC142972152,ko:K16734
gene-LOC142972154,ko:K07763
gene-LOC142972154,ko:K07995
gene-LOC142972154,ko:K07996
gene-LOC142972154,ko:K07997
gene-LOC142972154,ko:K08002
gene-LOC142972154,ko:K08003
gene-LOC142972164,ko:K10412
gene-LOC142972165,ko:K13254
gene-LOC142972168,ko:K03098
gene-LOC142972176,ko:K15149
gene-LOC142972184,ko:K07525
gene-LOC142972184,ko:K13744
gene-LOC142972184,ko:K20687
gene-LOC142972184,ko:K20688
gene-LOC142972188,ko:K04565
gene-LOC142972195,ko:K14708
gene-LOC142972196,ko:K14708
gene-LOC142972197,ko:K14708
gene-LOC142972200,ko:K06497
gene-LOC142972206,ko:K10598
gene-LOC142972210,ko:K06497
gene-LOC142972211,ko:K20217
gene-LOC142972213,ko:K17351
gene-LOC142972215,ko:K06497
gene-LOC142972216,ko:K06497
gene-LOC142972218,ko:K06497
gene-LOC142972219,ko:K06497
gene-LOC142972220,ko:K06571
gene-LOC142972220,ko:K17295
gene-LOC142972233,ko:K10608
gene-LOC142972243,ko:K13240
gene-LOC142972243,ko:K13241
gene-LOC142972243,ko:K13242
gene-LOC142972246,ko:K00069
gene-LOC142972247,ko:K00069
gene-LOC142972251,ko:K00069
gene-LOC142972252,ko:K05948
gene-LOC142972261,ko:K06158
gene-LOC142972263,ko:K14768
gene-LOC142972264,ko:K04682
gene-LOC142972264,ko:K06620
gene-LOC142972264,ko:K13157
gene-LOC142972266,ko:K08488
gene-LOC142972266,ko:K13813
gene-LOC142972268,ko:K09228
gene-LOC142972277,ko:K17925
gene-LOC142972278,ko:K01322
gene-LOC142972281,ko:K08707
gene-LOC142972281,ko:K13151
gene-LOC142972284,ko:K19788
gene-LOC142972287,ko:K19788
gene-LOC142972290,ko:K09195
gene-LOC142972290,ko:K09200
gene-LOC142972293,ko:K08051
gene-LOC142972293,ko:K20313
gene-LOC142972305,ko:K20685
gene-LOC142972307,ko:K20095
gene-LOC142972309,ko:K04906
gene-LOC142972309,ko:K04907
gene-LOC142972309,ko:K04911
gene-LOC142972310,ko:K20069
gene-LOC142972317,ko:K00637
gene-LOC142972318,ko:K17254
gene-LOC142972320,ko:K01769
gene-LOC142972320,ko:K12323
gene-LOC142972321,ko:K12323
gene-LOC142972322,ko:K17257
gene-LOC142972323,ko:K06066
gene-LOC142972324,ko:K04078
gene-LOC142972328,ko:K13221
gene-LOC142972337,ko:K17585
gene-LOC142972338,ko:K17585
gene-LOC142972343,ko:K07376
gene-LOC142972348,ko:K17935
gene-LOC142972353,ko:K15445
gene-LOC142972355,ko:K01466
gene-LOC142972356,ko:K01466
gene-LOC142972359,ko:K00750
gene-LOC142972360,ko:K01298
gene-LOC142972368,ko:K15438
gene-LOC142972370,ko:K13956
gene-LOC142972375,ko:K11864
gene-LOC142972376,ko:K13524
gene-LOC142972377,ko:K10301
gene-LOC142972381,ko:K14388
gene-LOC142972390,ko:K11166
gene-LOC142972416,ko:K14857
gene-LOC142972420,ko:K20027
gene-LOC142972421,ko:K12353
gene-LOC142972424,ko:K13098
gene-LOC142972424,ko:K14651
gene-LOC142972436,ko:K15190
gene-LOC142972439,ko:K16484
gene-LOC142972440,ko:K14999
gene-LOC142972440,ko:K15003
gene-LOC142972441,ko:K12600
gene-LOC142972443,ko:K03439
gene-LOC142972444,ko:K12460
gene-LOC142972447,ko:K08041
gene-LOC142972447,ko:K08043
gene-LOC142972447,ko:K08045
gene-LOC142972447,ko:K08048
gene-LOC142972450,ko:K19026
gene-LOC142972451,ko:K17499
gene-LOC142972452,ko:K16473
gene-LOC142972453,ko:K11666
gene-LOC142972454,ko:K15074
gene-LOC142972457,ko:K12891
gene-LOC142972459,ko:K14835
gene-LOC142972461,ko:K18588
gene-LOC142972462,ko:K09567
gene-LOC142972465,ko:K13356
gene-LOC142972467,ko:K08471
gene-LOC142972469,ko:K11138
gene-LOC142972474,ko:K03103
gene-LOC142972476,ko:K05271
gene-LOC142972479,ko:K18156
gene-LOC142972483,ko:K07817
gene-LOC142972485,ko:K13765
gene-LOC142972485,ko:K16449
gene-LOC142972489,ko:K04560
gene-LOC142972489,ko:K14843
gene-LOC142972514,ko:K01148
gene-LOC142972519,ko:K09458
gene-LOC142972521,ko:K10737
gene-LOC142972521,ko:K14574
gene-LOC142972524,ko:K15447
gene-LOC142972528,ko:K17501
gene-LOC142972529,ko:K01016
gene-LOC142972530,ko:K01016
gene-LOC142972531,ko:K01016
gene-LOC142972532,ko:K01016
gene-LOC142972533,ko:K17289
gene-LOC142972534,ko:K01016
gene-LOC142972536,ko:K01016
gene-LOC142972549,ko:K13128
gene-LOC142972555,ko:K11321
gene-LOC142972556,ko:K10588
gene-LOC142972557,ko:K06483
gene-LOC142972557,ko:K06584
gene-LOC142972557,ko:K06585
gene-LOC142972560,ko:K06483
gene-LOC142972560,ko:K06484
gene-LOC142972560,ko:K06487
gene-LOC142972560,ko:K06584
gene-LOC142972560,ko:K06585
gene-LOC142972561,ko:K06483
gene-LOC142972561,ko:K06584
gene-LOC142972561,ko:K06585
gene-LOC142972563,ko:K01290
gene-LOC142972563,ko:K01298
gene-LOC142972564,ko:K01290
gene-LOC142972564,ko:K01298
gene-LOC142972571,ko:K01007
gene-LOC142972572,ko:K13347
gene-LOC142972575,ko:K03983
gene-LOC142972576,ko:K22001
gene-LOC142972582,ko:K04525
gene-LOC142972582,ko:K13963
gene-LOC142972584,ko:K01915
gene-LOC142972585,ko:K01915
gene-LOC142972589,ko:K07299
gene-LOC142972591,ko:K15117
gene-LOC142972592,ko:K15117
gene-LOC142972593,ko:K15117
gene-LOC142972597,ko:K02932
gene-LOC142972597,ko:K09521
gene-LOC142972602,ko:K19201
gene-LOC142972603,ko:K20042
gene-LOC142972606,ko:K00232
gene-LOC142972612,ko:K08471
gene-LOC142972615,ko:K11479
gene-LOC142972615,ko:K11481
gene-LOC142972617,ko:K14165
gene-LOC142972617,ko:K17614
gene-LOC142972620,ko:K09236
gene-LOC142972622,ko:K08865
gene-LOC142972626,ko:K19599
gene-LOC142972628,ko:K09866
gene-LOC142972628,ko:K09885
gene-LOC142972629,ko:K09864
gene-LOC142972629,ko:K09866
gene-LOC142972631,ko:K10583
gene-LOC142972637,ko:K02888
gene-LOC142972638,ko:K17423
gene-LOC142972639,ko:K00079
gene-LOC142972644,ko:K00164
gene-LOC142972648,ko:K17353
gene-LOC142972649,ko:K06497
gene-LOC142972650,ko:K06497
gene-LOC142972651,ko:K10766
gene-LOC142972652,ko:K10766
gene-LOC142972654,ko:K21423
gene-LOC142972656,ko:K00069
gene-LOC142972657,ko:K00069
gene-LOC142972659,ko:K00069
gene-LOC142972661,ko:K00507
gene-LOC142972661,ko:K15331
gene-LOC142972663,ko:K00507
gene-LOC142972663,ko:K15331
gene-LOC142972664,ko:K00507
gene-LOC142972664,ko:K15331
gene-LOC142972665,ko:K00507
gene-LOC142972665,ko:K15331
gene-LOC142972666,ko:K00507
gene-LOC142972666,ko:K15331
gene-LOC142972667,ko:K00507
gene-LOC142972667,ko:K15331
gene-LOC142972675,ko:K19677
gene-LOC142972680,ko:K13524
gene-LOC142972682,ko:K13348
gene-LOC142972685,ko:K08470
gene-LOC142972727,ko:K18932
gene-LOC142972729,ko:K05609
gene-LOC142972730,ko:K01196
gene-LOC142972736,ko:K06176
gene-LOC142972743,ko:K08252
gene-LOC142972751,ko:K04506
gene-LOC142972751,ko:K11152
gene-LOC142972751,ko:K11153
gene-LOC142972751,ko:K11161
gene-LOC142972752,ko:K15001
gene-LOC142972753,ko:K01044
gene-LOC142972753,ko:K01049
gene-LOC142972753,ko:K01050
gene-LOC142972753,ko:K03927
gene-LOC142972753,ko:K15743
gene-LOC142972755,ko:K18266
gene-LOC142972757,ko:K11153
gene-LOC142972767,ko:K08471
gene-LOC142972768,ko:K10249
gene-LOC142972768,ko:K10250
gene-LOC142972769,ko:K10249
gene-LOC142972770,ko:K10249
gene-LOC142972771,ko:K10250
gene-LOC142972775,ko:K10250
gene-LOC142972778,ko:K17834
gene-LOC142972779,ko:K07955
gene-LOC142972783,ko:K14823
gene-LOC142972785,ko:K10401
gene-LOC142972791,ko:K14613
gene-LOC142972791,ko:K17917
gene-LOC142972791,ko:K20840
gene-LOC142972793,ko:K14613
gene-LOC142972793,ko:K17917
gene-LOC142972793,ko:K20840
gene-LOC142972794,ko:K14613
gene-LOC142972794,ko:K17917
gene-LOC142972794,ko:K20840
gene-LOC142972795,ko:K14613
gene-LOC142972795,ko:K17917
gene-LOC142972795,ko:K20840
gene-LOC142972796,ko:K14613
gene-LOC142972796,ko:K17917
gene-LOC142972796,ko:K20840
gene-LOC142972797,ko:K14613
gene-LOC142972797,ko:K17917
gene-LOC142972797,ko:K20840
gene-LOC142972798,ko:K15429
gene-LOC142972799,ko:K06883
gene-LOC142972800,ko:K15429
gene-LOC142972810,ko:K14381
gene-LOC142972811,ko:K14999
gene-LOC142972813,ko:K14999
gene-LOC142972814,ko:K14165
gene-LOC142972815,ko:K07521
gene-LOC142972832,ko:K14388
gene-LOC142972832,ko:K17391
gene-LOC142972835,ko:K11886
gene-LOC142972836,ko:K16831
gene-LOC142972840,ko:K14388
gene-LOC142972840,ko:K17391
gene-LOC142972841,ko:K12870
gene-LOC142972843,ko:K08471
gene-LOC142972849,ko:K04459
gene-LOC142972849,ko:K14819
gene-LOC142972849,ko:K18498
gene-LOC142972849,ko:K20216
gene-LOC142972849,ko:K21946
gene-LOC142972852,ko:K14381
gene-LOC142972863,ko:K04506
gene-LOC142972870,ko:K07427
gene-LOC142972870,ko:K15001
gene-LOC142972870,ko:K15007
gene-LOC142972873,ko:K08471
gene-LOC142972874,ko:K08471
gene-LOC142972877,ko:K13963
gene-LOC142972877,ko:K20698
gene-LOC142972879,ko:K13963
gene-LOC142972880,ko:K13963
gene-LOC142972881,ko:K13963
gene-LOC142972882,ko:K13963
gene-LOC142972884,ko:K13963
